고유번호,등록일시,은행코드,은행명
39802,20220313212545800000 ,230,미래에셋증권
39803,20220313101732900000 ,243,한국투자증권
39804,20220313200524900000 ,264,키움증권
39805,20220313203939900000 ,264,키움증권
39806,20220313014243900000 ,264,키움증권
39807,20220313013759900000 ,264,키움증권
39808,20220313224750900000 ,265,이베스트투자증권
39809,20220313211234900000 ,269,한화투자증권
39810,20220313160819900000 ,278,신한금융투자
39811,20220313100842900000 ,280,유진투자증권
39812,20220313101200900000 ,280,유진투자증권
39813,20220313121458900000 ,288,카카오페이증권
39814,20220313222306900000 ,288,카카오페이증권
39815,20220313183108900000 ,288,카카오페이증권
39816,20220313013036900000 ,295,우리종합금융
39817,20220314034036400000 ,209,유안타증권
39818,20220314144646400000 ,230,미래에셋증권
39819,20220314003528400000 ,230,미래에셋증권
39820,20220314190326400000 ,230,미래에셋증권
39821,20220314234130400000 ,230,미래에셋증권
39822,20220314215235400000 ,230,미래에셋증권
39823,20220314180739400000 ,243,한국투자증권
39824,20220314225752400000 ,243,한국투자증권
39825,20220314002629400000 ,243,한국투자증권
39826,20220314033542400000 ,265,이베스트투자증권
39827,20220314031245400000 ,265,이베스트투자증권
39828,20220314212749400000 ,265,이베스트투자증권
39829,20220314200156400000 ,265,이베스트투자증권
39830,20220314184848400000 ,265,이베스트투자증권
39831,20220314211048400000 ,265,이베스트투자증권
39832,20220314183923400000 ,267,대신증권
39833,20220314114630400000 ,270,하나금융투자
39834,20220314015541400000 ,271,토스증권
39835,20220314093457400000 ,278,신한금융투자
39836,20220314145449400000 ,288,카카오페이증권
39837,20220314212405400000 ,288,카카오페이증권
39838,20220314191349400000 ,288,카카오페이증권
39839,20220314174904400000 ,288,카카오페이증권
39840,20220314151416400000 ,288,카카오페이증권
39841,20220315203702400000 ,209,유안타증권
39842,20220315163215400000 ,209,유안타증권
39843,20220315234115400000 ,226,KB증권(현대증권)
39844,20220315012106400000 ,226,KB증권(현대증권)
39845,20220315194628400000 ,226,KB증권(현대증권)
39846,20220315201942400000 ,226,KB증권(현대증권)
39847,20220315154520500000 ,230,미래에셋증권
39848,20220315232117500000 ,230,미래에셋증권
39849,20220315082538500000 ,230,미래에셋증권
39850,20220315200729500000 ,230,미래에셋증권
39851,20220315153523500000 ,247,NH투자증권
39852,20220315184509500000 ,264,키움증권
39853,20220315184610500000 ,264,키움증권
39854,20220315153607500000 ,264,키움증권
39855,20220315194841500000 ,265,이베스트투자증권
39856,20220315234901500000 ,265,이베스트투자증권
39857,20220315232649500000 ,265,이베스트투자증권
39858,20220315002955500000 ,271,토스증권
39859,20220315233408500000 ,278,신한금융투자
39860,20220315233129500000 ,278,신한금융투자
39861,20220315204749500000 ,278,신한금융투자
39862,20220315174805500000 ,278,신한금융투자
39863,20220315230647500000 ,278,신한금융투자
39864,20220315221039500000 ,288,카카오페이증권
39865,20220315173150500000 ,288,카카오페이증권
39866,20220315121814500000 ,288,카카오페이증권
39867,20220315125614500000 ,288,카카오페이증권
39868,20220315014727500000 ,288,카카오페이증권
39869,20220315200647500000 ,288,카카오페이증권
39870,20220315223413500000 ,288,카카오페이증권
39871,20220315235751500000 ,288,카카오페이증권
39872,20220315223126500000 ,293,한국증권금융
39873,20220316142112900000 ,209,유안타증권
39874,20220316174734900000 ,225,IBK투자증권
39875,20220316211407000000 ,226,KB증권(현대증권)
39876,20220316231940000000 ,226,KB증권(현대증권)
39877,20220316193221000000 ,230,미래에셋증권
39878,20220316204130000000 ,243,한국투자증권
39879,20220316234627000000 ,243,한국투자증권
39880,20220316085728000000 ,243,한국투자증권
39881,20220316033212000000 ,265,이베스트투자증권
39882,20220316190001000000 ,265,이베스트투자증권
39883,20220316232615000000 ,265,이베스트투자증권
39884,20220316205410000000 ,265,이베스트투자증권
39885,20220316204551000000 ,265,이베스트투자증권
39886,20220316201314000000 ,265,이베스트투자증권
39887,20220316173447000000 ,265,이베스트투자증권
39888,20220316200405000000 ,265,이베스트투자증권
39889,20220316202120000000 ,265,이베스트투자증권
39890,20220316143241000000 ,271,토스증권
39891,20220316134401000000 ,271,토스증권
39892,20220316110839000000 ,271,토스증권
39893,20220316014129000000 ,278,신한금융투자
39894,20220316085744000000 ,278,신한금융투자
39895,20220316100148000000 ,280,유진투자증권
39896,20220316194545000000 ,280,유진투자증권
39897,20220316174348000000 ,288,카카오페이증권
39898,20220316165259000000 ,288,카카오페이증권
39899,20220316115153000000 ,288,카카오페이증권
39900,20220316163331000000 ,288,카카오페이증권
39901,20220316213243000000 ,288,카카오페이증권
39902,20220316223656000000 ,288,카카오페이증권
39903,20220316084450100000 ,291,신영증권
39904,20220317214656200000 ,209,유안타증권
39905,20220317163325200000 ,226,KB증권(현대증권)
39906,20220317171350200000 ,230,미래에셋증권
39907,20220317215410200000 ,230,미래에셋증권
39908,20220317230347200000 ,230,미래에셋증권
39909,20220317082127200000 ,243,한국투자증권
39910,20220317203508200000 ,247,NH투자증권
39911,20220317204617200000 ,264,키움증권
39912,20220317200701200000 ,265,이베스트투자증권
39913,20220317232200200000 ,266,SK증권
39914,20220317084917200000 ,271,토스증권
39915,20220317153352200000 ,271,토스증권
39916,20220317181210200000 ,280,유진투자증권
39917,20220317120756200000 ,280,유진투자증권
39918,20220317123049200000 ,288,카카오페이증권
39919,20220317072731200000 ,288,카카오페이증권
39920,20220318082800800000 ,209,유안타증권
39921,20220318081458800000 ,226,KB증권(현대증권)
39922,20220318010351800000 ,226,KB증권(현대증권)
39923,20220318112941800000 ,226,KB증권(현대증권)
39924,20220318102106800000 ,226,KB증권(현대증권)
39925,20220317102107800000 ,226,KB증권(현대증권)
39926,20220315102108800000 ,226,KB증권(현대증권)
39927,20220318134306800000 ,230,미래에셋증권
39928,20220318083810800000 ,230,미래에셋증권
39929,20220318102151800000 ,230,미래에셋증권
39930,20220318012455800000 ,230,미래에셋증권
39931,20220318174040800000 ,230,미래에셋증권
39932,20220318102102800000 ,240,삼성증권
39933,20220315102103800000 ,240,삼성증권
39934,20220315102104800000 ,240,삼성증권
39935,20220314102105800000 ,240,삼성증권
39936,20220318102610800000 ,243,한국투자증권
39937,20220318022206800000 ,243,한국투자증권
39938,20220318080313800000 ,243,한국투자증권
39939,20220318012702800000 ,247,NH투자증권
39940,20220318174104800000 ,264,키움증권
39941,20220315102117900000 ,267,대신증권
39942,20220316102118900000 ,267,대신증권
39943,20220314102119900000 ,278,신한금융투자
39944,20220316102119900000 ,278,신한금융투자
39945,20220318224436900000 ,280,유진투자증권
39946,20220318132236900000 ,280,유진투자증권
39947,20220318113517900000 ,288,카카오페이증권
39948,20220318171857900000 ,288,카카오페이증권
39949,20220318182513900000 ,288,카카오페이증권
39950,20220318200432900000 ,288,카카오페이증권
39951,20220318180222900000 ,288,카카오페이증권
39952,20220318234721900000 ,288,카카오페이증권
39953,20220317101645900000 ,288,카카오페이증권
39954,20220316101646900000 ,288,카카오페이증권
39955,20220318175745900000 ,288,카카오페이증권
39956,20220319142321700000 ,230,미래에셋증권
39957,20220319163519700000 ,230,미래에셋증권
39958,20220319015834700000 ,247,NH투자증권
39959,20220319025224700000 ,247,NH투자증권
39960,20220319092720700000 ,265,이베스트투자증권
39961,20220319213133700000 ,265,이베스트투자증권
39962,20220319172109700000 ,265,이베스트투자증권
39963,20220319165416700000 ,267,대신증권
39964,20220319194052700000 ,269,한화투자증권
39965,20220319062225700000 ,269,한화투자증권
39966,20220319072503700000 ,269,한화투자증권
39967,20220319112107700000 ,271,토스증권
39968,20220319010010700000 ,288,카카오페이증권
39969,20220319185622700000 ,288,카카오페이증권
39970,20220320213526500000 ,209,유안타증권
39971,20220320225453500000 ,226,KB증권(현대증권)
39972,20220320150406500000 ,226,KB증권(현대증권)
39973,20220320163535500000 ,230,미래에셋증권
39974,20220320162345500000 ,230,미래에셋증권
39975,20220320161626500000 ,247,NH투자증권
39976,20220320174537500000 ,247,NH투자증권
39977,20220320170144500000 ,264,키움증권
39978,20220320175325500000 ,265,이베스트투자증권
39979,20220320185341500000 ,265,이베스트투자증권
39980,20220320013836500000 ,265,이베스트투자증권
39981,20220320015154500000 ,265,이베스트투자증권
39982,20220320010929500000 ,265,이베스트투자증권
39983,20220320214900500000 ,265,이베스트투자증권
39984,20220320190210500000 ,267,대신증권
39985,20220320172008500000 ,267,대신증권
39986,20220320031556500000 ,271,토스증권
39987,20220320165523500000 ,271,토스증권
39988,20220320110452500000 ,278,신한금융투자
39989,20220320092249600000 ,278,신한금융투자
39990,20220320001508600000 ,288,카카오페이증권
39991,20220321193838600000 ,225,IBK투자증권
39992,20220321225344600000 ,225,IBK투자증권
39993,20220321225447600000 ,225,IBK투자증권
39994,20220321153342600000 ,226,KB증권(현대증권)
39995,20220321201305700000 ,230,미래에셋증권
39996,20220321235325700000 ,230,미래에셋증권
39997,20220321222106700000 ,230,미래에셋증권
39998,20220321174113700000 ,230,미래에셋증권
39999,20220321180219700000 ,230,미래에셋증권
40000,20220321141544700000 ,264,키움증권
40001,20220321224710700000 ,264,키움증권
40002,20220321234314700000 ,265,이베스트투자증권
40003,20220321221726700000 ,265,이베스트투자증권
40004,20220321222158700000 ,269,한화투자증권
40005,20220321222719700000 ,269,한화투자증권
40006,20220321204349700000 ,269,한화투자증권
40007,20220321204808700000 ,269,한화투자증권
40008,20220321141951700000 ,269,한화투자증권
40009,20220321085815700000 ,269,한화투자증권
40010,20220321200918700000 ,271,토스증권
40011,20220321144200700000 ,278,신한금융투자
40012,20220321141412700000 ,278,신한금융투자
40013,20220321161357700000 ,280,유진투자증권
40014,20220321184750700000 ,288,카카오페이증권
40015,20220321190200700000 ,288,카카오페이증권
40016,20220321235638700000 ,288,카카오페이증권
40017,20220321175844700000 ,288,카카오페이증권
40018,20220321143608700000 ,288,카카오페이증권
40019,20220321084226700000 ,294,한국포스증권
40020,20220322205258400000 ,209,유안타증권
40021,20220322040408400000 ,209,유안타증권
40022,20220322003024400000 ,226,KB증권(현대증권)
40023,20220322222332400000 ,226,KB증권(현대증권)
40024,20220322122620400000 ,230,미래에셋증권
40025,20220322174303500000 ,230,미래에셋증권
40026,20220322172935500000 ,230,미래에셋증권
40027,20220322074551500000 ,230,미래에셋증권
40028,20220322083400500000 ,230,미래에셋증권
40029,20220322002559500000 ,230,미래에셋증권
40030,20220322122949500000 ,230,미래에셋증권
40031,20220322112953500000 ,230,미래에셋증권
40032,20220322123914500000 ,243,한국투자증권
40033,20220322000653500000 ,243,한국투자증권
40034,20220322082923500000 ,243,한국투자증권
40035,20220322192554500000 ,247,NH투자증권
40036,20220322112534500000 ,264,키움증권
40037,20220322210040500000 ,264,키움증권
40038,20220322151108500000 ,265,이베스트투자증권
40039,20220322160212500000 ,269,한화투자증권
40040,20220322231632500000 ,269,한화투자증권
40041,20220322113027500000 ,269,한화투자증권
40042,20220322003544500000 ,269,한화투자증권
40043,20220322183413500000 ,269,한화투자증권
40044,20220322165941500000 ,271,토스증권
40045,20220322073011500000 ,271,토스증권
40046,20220322171204500000 ,271,토스증권
40047,20220322123453500000 ,271,토스증권
40048,20220322124826500000 ,288,카카오페이증권
40049,20220322210346500000 ,288,카카오페이증권
40050,20220322114424500000 ,288,카카오페이증권
40051,20220322144342500000 ,288,카카오페이증권
40052,20220322070000500000 ,288,카카오페이증권
40053,20220323143235200000 ,226,KB증권(현대증권)
40054,20220323173623200000 ,230,미래에셋증권
40055,20220323033911200000 ,230,미래에셋증권
40056,20220323134347200000 ,240,삼성증권
40057,20220323071759200000 ,264,키움증권
40058,20220323052101200000 ,264,키움증권
40059,20220323163656200000 ,264,키움증권
40060,20220323202200300000 ,265,이베스트투자증권
40061,20220323133244300000 ,265,이베스트투자증권
40062,20220323113555300000 ,265,이베스트투자증권
40063,20220323130730300000 ,265,이베스트투자증권
40064,20220323162345300000 ,267,대신증권
40065,20220323111918300000 ,269,한화투자증권
40066,20220323123648300000 ,270,하나금융투자
40067,20220323211012300000 ,270,하나금융투자
40068,20220323184805300000 ,271,토스증권
40069,20220323190215300000 ,271,토스증권
40070,20220323233044300000 ,288,카카오페이증권
40071,20220323111247300000 ,288,카카오페이증권
40072,20220323115212300000 ,288,카카오페이증권
40073,20220323112813300000 ,288,카카오페이증권
40074,20220323135718300000 ,288,카카오페이증권
40075,20220323193050300000 ,288,카카오페이증권
40076,20220324120454000000 ,226,KB증권(현대증권)
40077,20220324012139000000 ,226,KB증권(현대증권)
40078,20220324093634000000 ,230,미래에셋증권
40079,20220324110701000000 ,230,미래에셋증권
40080,20220324150715000000 ,230,미래에셋증권
40081,20220324202457000000 ,230,미래에셋증권
40082,20220324185937000000 ,230,미래에셋증권
40083,20220324201512000000 ,247,NH투자증권
40084,20220324024521000000 ,247,NH투자증권
40085,20220324090540000000 ,264,키움증권
40086,20220324190407000000 ,265,이베스트투자증권
40087,20220324035940000000 ,265,이베스트투자증권
40088,20220324202920000000 ,266,SK증권
40089,20220324202419000000 ,266,SK증권
40090,20220324220031000000 ,266,SK증권
40091,20220324204252000000 ,270,하나금융투자
40092,20220324224505000000 ,271,토스증권
40093,20220324084611000000 ,271,토스증권
40094,20220324225456000000 ,278,신한금융투자
40095,20220324003041000000 ,278,신한금융투자
40096,20220324022451000000 ,280,유진투자증권
40097,20220324203841000000 ,280,유진투자증권
40098,20220324210019000000 ,280,유진투자증권
40099,20220324094048000000 ,288,카카오페이증권
40100,20220324220339000000 ,288,카카오페이증권
40101,20220321094937200000 ,209,유안타증권
40102,20220324094938200000 ,209,유안타증권
40103,20220321094939200000 ,209,유안타증권
40104,20220322094940200000 ,209,유안타증권
40105,20220324094940200000 ,209,유안타증권
40106,20220322094941200000 ,209,유안타증권
40107,20220325011759200000 ,209,유안타증권
40108,20220321094942200000 ,226,KB증권(현대증권)
40109,20220325140444200000 ,230,미래에셋증권
40110,20220325165943200000 ,230,미래에셋증권
40111,20220325170709200000 ,230,미래에셋증권
40112,20220324094936200000 ,243,한국투자증권
40113,20220324094943200000 ,247,NH투자증권
40114,20220321094943200000 ,247,NH투자증권
40115,20220321094944200000 ,247,NH투자증권
40116,20220324094950200000 ,261,교보증권
40117,20220322094951200000 ,261,교보증권
40118,20220325001918200000 ,262,하이투자증권
40119,20220325101509200000 ,264,키움증권
40120,20220325171147200000 ,264,키움증권
40121,20220321094934200000 ,264,키움증권
40122,20220323094935200000 ,264,키움증권
40123,20220325094933200000 ,265,이베스트투자증권
40124,20220325195606300000 ,265,이베스트투자증권
40125,20220325191406300000 ,265,이베스트투자증권
40126,20220325200949300000 ,265,이베스트투자증권
40127,20220325215220300000 ,265,이베스트투자증권
40128,20220323094936300000 ,266,SK증권
40129,20220325185731300000 ,269,한화투자증권
40130,20220325144016300000 ,270,하나금융투자
40131,20220321094948300000 ,278,신한금융투자
40132,20220321094949300000 ,278,신한금융투자
40133,20220325162457300000 ,278,신한금융투자
40134,20220325153518300000 ,280,유진투자증권
40135,20220325123731300000 ,280,유진투자증권
40136,20220325202908300000 ,280,유진투자증권
40137,20220325144238300000 ,288,카카오페이증권
40138,20220325145930300000 ,288,카카오페이증권
40139,20220325161638300000 ,288,카카오페이증권
40140,20220325235025300000 ,288,카카오페이증권
40141,20220326182055000000 ,226,KB증권(현대증권)
40142,20220326194627000000 ,230,미래에셋증권
40143,20220326195309000000 ,230,미래에셋증권
40144,20220326190354000000 ,240,삼성증권
40145,20220326174137000000 ,247,NH투자증권
40146,20220326212258000000 ,247,NH투자증권
40147,20220326150920000000 ,265,이베스트투자증권
40148,20220326160711000000 ,267,대신증권
40149,20220326180441000000 ,267,대신증권
40150,20220326074249000000 ,270,하나금융투자
40151,20220326094926000000 ,270,하나금융투자
40152,20220326111319000000 ,271,토스증권
40153,20220326141352000000 ,288,카카오페이증권
40154,20220326190531000000 ,288,카카오페이증권
40155,20220327122829500000 ,209,유안타증권
40156,20220327144357500000 ,230,미래에셋증권
40157,20220327220821500000 ,243,한국투자증권
40158,20220327191947500000 ,243,한국투자증권
40159,20220327141548500000 ,247,NH투자증권
40160,20220327182337500000 ,265,이베스트투자증권
40161,20220327150709500000 ,267,대신증권
40162,20220327132909500000 ,267,대신증권
40163,20220327110516500000 ,269,한화투자증권
40164,20220327194549500000 ,269,한화투자증권
40165,20220327160210500000 ,270,하나금융투자
40166,20220327025137500000 ,271,토스증권
40167,20220327190742500000 ,271,토스증권
40168,20220327231729500000 ,271,토스증권
40169,20220327093021500000 ,279,DB금융투자(동부증권)
40170,20220327230012500000 ,279,DB금융투자(동부증권)
40171,20220327020830500000 ,288,카카오페이증권
40172,20220327153906500000 ,288,카카오페이증권
40173,20220327233515500000 ,288,카카오페이증권
40174,20220328104332400000 ,209,유안타증권
40175,20220328100614400000 ,226,KB증권(현대증권)
40176,20220328050108400000 ,230,미래에셋증권
40177,20220328183407400000 ,230,미래에셋증권
40178,20220328201107400000 ,230,미래에셋증권
40179,20220328201437400000 ,230,미래에셋증권
40180,20220328120737400000 ,240,삼성증권
40181,20220328212544400000 ,247,NH투자증권
40182,20220328114259400000 ,247,NH투자증권
40183,20220328124151400000 ,267,대신증권
40184,20220328222543400000 ,269,한화투자증권
40185,20220328182001400000 ,270,하나금융투자
40186,20220328134202400000 ,271,토스증권
40187,20220328223552400000 ,271,토스증권
40188,20220328174251400000 ,271,토스증권
40189,20220328144452400000 ,278,신한금융투자
40190,20220328182317400000 ,288,카카오페이증권
40191,20220328030756400000 ,288,카카오페이증권
40192,20220328004858400000 ,288,카카오페이증권
40193,20220328012552400000 ,292,케이프투자증권
40194,20220329230448800000 ,225,IBK투자증권
40195,20220329235700800000 ,230,미래에셋증권
40196,20220329010552800000 ,230,미래에셋증권
40197,20220329160836800000 ,230,미래에셋증권
40198,20220329195009800000 ,240,삼성증권
40199,20220329070301800000 ,247,NH투자증권
40200,20220329024839800000 ,247,NH투자증권
40201,20220329140720900000 ,265,이베스트투자증권
40202,20220329204818900000 ,269,한화투자증권
40203,20220329010304900000 ,271,토스증권
40204,20220329165957900000 ,280,유진투자증권
40205,20220329132540900000 ,280,유진투자증권
40206,20220329132223900000 ,280,유진투자증권
40207,20220329233528900000 ,288,카카오페이증권
40208,20220329224715900000 ,288,카카오페이증권
40209,20220329130702900000 ,288,카카오페이증권
40210,20220329133100900000 ,288,카카오페이증권
40211,20220329144908900000 ,288,카카오페이증권
40212,20220329104021900000 ,288,카카오페이증권
40213,20220329225226900000 ,288,카카오페이증권
40214,20220329225729900000 ,288,카카오페이증권
40215,20220330120124700000 ,209,유안타증권
40216,20220330144902700000 ,226,KB증권(현대증권)
40217,20220330184429700000 ,226,KB증권(현대증권)
40218,20220330152302700000 ,230,미래에셋증권
40219,20220330153046700000 ,230,미래에셋증권
40220,20220330232035700000 ,230,미래에셋증권
40221,20220330160837800000 ,230,미래에셋증권
40222,20220330134452800000 ,230,미래에셋증권
40223,20220330124938800000 ,240,삼성증권
40224,20220330001713800000 ,240,삼성증권
40225,20220330204503800000 ,243,한국투자증권
40226,20220330150855800000 ,243,한국투자증권
40227,20220330194209800000 ,243,한국투자증권
40228,20220330194142800000 ,247,NH투자증권
40229,20220330181208800000 ,261,교보증권
40230,20220330001554800000 ,263,현대차증권
40231,20220330002947800000 ,263,현대차증권
40232,20220330091718800000 ,265,이베스트투자증권
40233,20220330223853800000 ,265,이베스트투자증권
40234,20220330213608800000 ,265,이베스트투자증권
40235,20220330010356800000 ,267,대신증권
40236,20220330122729800000 ,269,한화투자증권
40237,20220330225430800000 ,271,토스증권
40238,20220330180324800000 ,271,토스증권
40239,20220330212551800000 ,288,카카오페이증권
40240,20220330153153800000 ,288,카카오페이증권
40241,20220330205638800000 ,288,카카오페이증권
40242,20220331152556600000 ,209,유안타증권
40243,20220331151211600000 ,224,BNK투자증권
40244,20220331070148700000 ,224,BNK투자증권
40245,20220331191136700000 ,224,BNK투자증권
40246,20220331154650700000 ,224,BNK투자증권
40247,20220331222940700000 ,230,미래에셋증권
40248,20220331155550700000 ,243,한국투자증권
40249,20220331225459700000 ,243,한국투자증권
40250,20220331125536700000 ,243,한국투자증권
40251,20220331104140700000 ,243,한국투자증권
40252,20220331114724700000 ,264,키움증권
40253,20220331002904800000 ,265,이베스트투자증권
40254,20220331205240800000 ,269,한화투자증권
40255,20220331194803800000 ,270,하나금융투자
40256,20220331201036800000 ,270,하나금융투자
40257,20220331235606800000 ,271,토스증권
40258,20220331231107800000 ,278,신한금융투자
40259,20220331014020800000 ,280,유진투자증권
40260,20220331040951800000 ,288,카카오페이증권
40261,20220331173332800000 ,288,카카오페이증권
40262,20220331074222800000 ,288,카카오페이증권
40263,20220331120256900000 ,288,카카오페이증권
40264,20220331190445900000 ,288,카카오페이증권
40268,20220401222538000000 ,226,KB증권(현대증권)
40269,20220401205705100000 ,226,KB증권(현대증권)
40270,20220401121500100000 ,226,KB증권(현대증권)
40271,20220401205511100000 ,230,미래에셋증권
40272,20220401005832100000 ,230,미래에셋증권
40273,20220401015041100000 ,230,미래에셋증권
40274,20220401195235100000 ,240,삼성증권
40275,20220401130503100000 ,240,삼성증권
40276,20220401182114100000 ,243,한국투자증권
40280,20220401091600100000 ,265,이베스트투자증권
40284,20220401005851100000 ,267,대신증권
40285,20220401222640100000 ,267,대신증권
40286,20220401132844100000 ,271,토스증권
40287,20220401171327100000 ,271,토스증권
40289,20220401091611100000 ,280,유진투자증권
40293,20220401232908100000 ,288,카카오페이증권
40294,20220401161121100000 ,288,카카오페이증권
40295,20220401043521100000 ,288,카카오페이증권
40296,20220401004750100000 ,288,카카오페이증권
40297,20220401104506100000 ,288,카카오페이증권
40298,20220401071142200000 ,288,카카오페이증권
40299,20220401140136200000 ,288,카카오페이증권
40301,20220402160530000000 ,226,KB증권(현대증권)
40302,20220402141409000000 ,226,KB증권(현대증권)
40303,20220402132646000000 ,230,미래에셋증권
40304,20220402015624000000 ,230,미래에셋증권
40305,20220402113502000000 ,247,NH투자증권
40306,20220402105533000000 ,267,대신증권
40307,20220402090126000000 ,267,대신증권
40308,20220402091701000000 ,271,토스증권
40309,20220402132945000000 ,271,토스증권
40310,20220402104636100000 ,271,토스증권
40311,20220402111749100000 ,271,토스증권
40312,20220402005650100000 ,288,카카오페이증권
40313,20220402110032100000 ,288,카카오페이증권
40314,20220403123403500000 ,230,미래에셋증권
40315,20220403232448500000 ,230,미래에셋증권
40316,20220403174216500000 ,230,미래에셋증권
40317,20220403093629500000 ,230,미래에셋증권
40318,20220403083611500000 ,230,미래에셋증권
40319,20220403115151600000 ,230,미래에셋증권
40320,20220403150838600000 ,240,삼성증권
40321,20220403102306600000 ,264,키움증권
40322,20220403003303600000 ,267,대신증권
40323,20220403231954600000 ,270,하나금융투자
40324,20220403221841600000 ,270,하나금융투자
40325,20220403072639600000 ,271,토스증권
40326,20220403180710600000 ,280,유진투자증권
40327,20220403205645600000 ,288,카카오페이증권
40328,20220403204636600000 ,288,카카오페이증권
40329,20220404185044400000 ,209,유안타증권
40330,20220404190800400000 ,224,BNK투자증권
40331,20220404234829400000 ,225,IBK투자증권
40332,20220404140931400000 ,226,KB증권(현대증권)
40333,20220404221049400000 ,226,KB증권(현대증권)
40334,20220404214918400000 ,226,KB증권(현대증권)
40335,20220404153602400000 ,226,KB증권(현대증권)
40336,20220404153941400000 ,230,미래에셋증권
40337,20220404162932400000 ,230,미래에셋증권
40338,20220404090454400000 ,230,미래에셋증권
40339,20220404124152400000 ,230,미래에셋증권
40340,20220404031748400000 ,230,미래에셋증권
40341,20220404094739400000 ,230,미래에셋증권
40342,20220404142909400000 ,240,삼성증권
40343,20220404144005400000 ,240,삼성증권
40344,20220404144148400000 ,247,NH투자증권
40345,20220404230613400000 ,247,NH투자증권
40346,20220404135559400000 ,264,키움증권
40347,20220404165925400000 ,264,키움증권
40348,20220404175204400000 ,264,키움증권
40349,20220404222817400000 ,265,이베스트투자증권
40350,20220404173816400000 ,267,대신증권
40351,20220404071719400000 ,269,한화투자증권
40352,20220404022440500000 ,271,토스증권
40353,20220404222703500000 ,271,토스증권
40354,20220404102712500000 ,271,토스증권
40355,20220404171339500000 ,278,신한금융투자
40356,20220404171705500000 ,278,신한금융투자
40357,20220404160442500000 ,278,신한금융투자
40358,20220404185943500000 ,278,신한금융투자
40359,20220404013018500000 ,280,유진투자증권
40360,20220404121112500000 ,288,카카오페이증권
40361,20220404150753500000 ,288,카카오페이증권
40362,20220405092223200000 ,209,유안타증권
40363,20220405174743200000 ,224,BNK투자증권
40364,20220405171004200000 ,225,IBK투자증권
40365,20220405230020200000 ,226,KB증권(현대증권)
40366,20220405233551200000 ,226,KB증권(현대증권)
40367,20220405141841200000 ,226,KB증권(현대증권)
40368,20220405101202200000 ,230,미래에셋증권
40369,20220405212109200000 ,230,미래에셋증권
40370,20220405214043200000 ,230,미래에셋증권
40371,20220405112528300000 ,240,삼성증권
40372,20220405093928300000 ,240,삼성증권
40373,20220405211055300000 ,240,삼성증권
40374,20220405212450300000 ,247,NH투자증권
40375,20220405093540300000 ,247,NH투자증권
40376,20220405035157300000 ,247,NH투자증권
40377,20220405193551300000 ,261,교보증권
40378,20220405213833300000 ,265,이베스트투자증권
40379,20220405224043300000 ,265,이베스트투자증권
40380,20220405205524300000 ,265,이베스트투자증권
40381,20220405112007300000 ,271,토스증권
40382,20220405205316300000 ,271,토스증권
40383,20220405103435300000 ,278,신한금융투자
40384,20220405034739300000 ,288,카카오페이증권
40385,20220405125047300000 ,288,카카오페이증권
40386,20220405132443300000 ,288,카카오페이증권
40387,20220405124600400000 ,288,카카오페이증권
40388,20220405105110400000 ,288,카카오페이증권
40389,20220405131754400000 ,288,카카오페이증권
40390,20220406162837300000 ,230,미래에셋증권
40391,20220406163412300000 ,230,미래에셋증권
40392,20220406200336300000 ,265,이베스트투자증권
40393,20220406193905300000 ,265,이베스트투자증권
40394,20220406215333300000 ,265,이베스트투자증권
40395,20220406230131300000 ,271,토스증권
40396,20220406031155300000 ,271,토스증권
40397,20220406034438300000 ,271,토스증권
40398,20220406105413300000 ,280,유진투자증권
40399,20220406061534300000 ,288,카카오페이증권
40400,20220407010002400000 ,226,KB증권(현대증권)
40401,20220407010245400000 ,230,미래에셋증권
40402,20220407084948400000 ,230,미래에셋증권
40403,20220407155910400000 ,240,삼성증권
40404,20220407224907400000 ,265,이베스트투자증권
40405,20220407045724400000 ,267,대신증권
40406,20220407093334400000 ,269,한화투자증권
40407,20220407221816500000 ,270,하나금융투자
40408,20220407221147500000 ,271,토스증권
40409,20220407225641500000 ,280,유진투자증권
40410,20220407210312500000 ,280,유진투자증권
40411,20220407103518500000 ,280,유진투자증권
40412,20220407103628500000 ,280,유진투자증권
40413,20220407191556500000 ,288,카카오페이증권
40414,20220408201121700000 ,209,유안타증권
40415,20220408195432700000 ,240,삼성증권
40416,20220408104551700000 ,240,삼성증권
40417,20220405094304700000 ,240,삼성증권
40418,20220407094302700000 ,264,키움증권
40419,20220408091017700000 ,265,이베스트투자증권
40420,20220408145900700000 ,265,이베스트투자증권
40421,20220408192549700000 ,265,이베스트투자증권
40422,20220408184012700000 ,265,이베스트투자증권
40423,20220407094305700000 ,267,대신증권
40424,20220407094305700000 ,267,대신증권
40425,20220407094303700000 ,270,하나금융투자
40426,20220408223016700000 ,271,토스증권
40427,20220408233319700000 ,278,신한금융투자
40428,20220406094306700000 ,278,신한금융투자
40429,20220408133012700000 ,288,카카오페이증권
40430,20220408005157700000 ,288,카카오페이증권
40431,20220408154601700000 ,288,카카오페이증권
40432,20220406093914700000 ,288,카카오페이증권
40433,20220408015541700000 ,294,한국포스증권
40434,20220408012357700000 ,294,한국포스증권
40435,20220409151918300000 ,265,이베스트투자증권
40436,20220409153945300000 ,265,이베스트투자증권
40437,20220409155020400000 ,265,이베스트투자증권
40438,20220409230025400000 ,271,토스증권
40439,20220409183923400000 ,278,신한금융투자
