고유번호,등록일시,은행코드,은행명
38007,20220101161114700000 ,226,KB증권(현대증권)
38008,20220101195051700000 ,226,KB증권(현대증권)
38009,20220101231104700000 ,230,미래에셋증권
38010,20220101015217700000 ,230,미래에셋증권
38011,20220101212613700000 ,230,미래에셋증권
38012,20220101120710900000 ,240,삼성증권
38013,20220101163308900000 ,261,교보증권
38014,20220101104932900000 ,264,키움증권
38015,20220101083644900000 ,267,대신증권
38016,20220101032518900000 ,269,한화투자증권
38017,20220101130922900000 ,271,토스증권
38018,20220101164607900000 ,271,토스증권
38019,20220101205859900000 ,288,카카오페이증권
38020,20220101213824900000 ,288,카카오페이증권
38021,20220101113050900000 ,288,카카오페이증권
38022,20220101115843900000 ,288,카카오페이증권
38023,20220101142359900000 ,288,카카오페이증권
38024,20220101125156900000 ,288,카카오페이증권
38025,20220101000857900000 ,288,카카오페이증권
38026,20220101140514900000 ,294,한국포스증권
38027,20220102164346300000 ,209,유안타증권
38028,20220102030801300000 ,230,미래에셋증권
38029,20220102151352300000 ,247,NH투자증권
38030,20220102222945300000 ,270,하나금융투자
38031,20220102031029300000 ,271,토스증권
38032,20220102105906300000 ,271,토스증권
38033,20220102035702300000 ,278,신한금융투자
38034,20220102230107300000 ,278,신한금융투자
38035,20220102183806300000 ,278,신한금융투자
38036,20220102221736300000 ,288,카카오페이증권
38037,20220102154524300000 ,288,카카오페이증권
38038,20220102102426300000 ,288,카카오페이증권
38039,20220102150500300000 ,291,신영증권
38040,20220103170146400000 ,226,KB증권(현대증권)
38041,20220103235241400000 ,226,KB증권(현대증권)
38042,20220103045239400000 ,230,미래에셋증권
38043,20220103184912400000 ,230,미래에셋증권
38044,20220103121306400000 ,264,키움증권
38045,20220103172558400000 ,271,토스증권
38046,20220103000253400000 ,278,신한금융투자
38047,20220103105827400000 ,278,신한금융투자
38048,20220103132528400000 ,278,신한금융투자
38049,20220103205152400000 ,278,신한금융투자
38050,20220103231113400000 ,280,유진투자증권
38051,20220103221438400000 ,280,유진투자증권
38052,20220103002550400000 ,288,카카오페이증권
38053,20220103171201400000 ,288,카카오페이증권
38054,20220103092237400000 ,288,카카오페이증권
38055,20220103222010400000 ,288,카카오페이증권
38056,20220103164048400000 ,294,한국포스증권
38057,20220103185312400000 ,295,우리종합금융
38058,20220104205437800000 ,230,미래에셋증권
38059,20220104102351800000 ,230,미래에셋증권
38060,20220104140448800000 ,240,삼성증권
38061,20220104174453800000 ,243,한국투자증권
38062,20220104175458800000 ,243,한국투자증권
38063,20220104174224800000 ,243,한국투자증권
38064,20220104162656800000 ,247,NH투자증권
38065,20220104205237800000 ,261,교보증권
38066,20220104210152800000 ,270,하나금융투자
38067,20220104180148800000 ,271,토스증권
38068,20220104100301800000 ,288,카카오페이증권
38069,20220104005628800000 ,288,카카오페이증권
38070,20220104161700800000 ,288,카카오페이증권
38071,20220104223636800000 ,288,카카오페이증권
38072,20220104230603800000 ,288,카카오페이증권
38073,20220104230726900000 ,288,카카오페이증권
38074,20220104214352900000 ,288,카카오페이증권
38075,20220105203610300000 ,209,유안타증권
38076,20220105204129300000 ,226,KB증권(현대증권)
38077,20220105190806300000 ,226,KB증권(현대증권)
38078,20220105213444300000 ,226,KB증권(현대증권)
38079,20220105122550300000 ,230,미래에셋증권
38080,20220105122149300000 ,240,삼성증권
38081,20220105095945300000 ,243,한국투자증권
38082,20220105162146300000 ,243,한국투자증권
38083,20220105141335300000 ,247,NH투자증권
38084,20220105200813300000 ,261,교보증권
38085,20220105195238300000 ,261,교보증권
38086,20220105184602400000 ,261,교보증권
38087,20220105155833400000 ,264,키움증권
38088,20220105195909400000 ,264,키움증권
38089,20220105114055400000 ,270,하나금융투자
38090,20220105091734400000 ,270,하나금융투자
38091,20220105232007400000 ,271,토스증권
38092,20220105165528400000 ,278,신한금융투자
38093,20220105121316400000 ,278,신한금융투자
38094,20220105022310400000 ,278,신한금융투자
38095,20220105003331400000 ,288,카카오페이증권
38096,20220105202537400000 ,288,카카오페이증권
38097,20220105024406400000 ,288,카카오페이증권
38098,20220105184411400000 ,288,카카오페이증권
38099,20220105190921400000 ,288,카카오페이증권
38100,20220106230014400000 ,230,미래에셋증권
38101,20220106232322400000 ,230,미래에셋증권
38102,20220106114924400000 ,240,삼성증권
38103,20220106215136400000 ,243,한국투자증권
38104,20220106182837400000 ,247,NH투자증권
38105,20220106115553400000 ,264,키움증권
38106,20220106001421400000 ,270,하나금융투자
38107,20220106063410400000 ,271,토스증권
38108,20220106172356400000 ,271,토스증권
38109,20220106211301400000 ,271,토스증권
38110,20220106211805400000 ,271,토스증권
38111,20220106202044400000 ,278,신한금융투자
38112,20220106222504400000 ,288,카카오페이증권
38113,20220106180034400000 ,288,카카오페이증권
38114,20220106161522400000 ,288,카카오페이증권
38115,20220106121148400000 ,288,카카오페이증권
38116,20220105141111700000 ,209,유안타증권
38117,20220105140446700000 ,209,유안타증권
38118,20220103140446700000 ,209,유안타증권
38119,20220105140334700000 ,209,유안타증권
38120,20220107042113700000 ,226,KB증권(현대증권)
38121,20220107002948700000 ,226,KB증권(현대증권)
38122,20220104140714700000 ,226,KB증권(현대증권)
38123,20220107140712700000 ,230,미래에셋증권
38124,20220103140712700000 ,230,미래에셋증권
38125,20220106140713700000 ,230,미래에셋증권
38126,20220106140443700000 ,230,미래에셋증권
38127,20220105140444700000 ,230,미래에셋증권
38128,20220107140445700000 ,230,미래에셋증권
38129,20220103140538700000 ,230,미래에셋증권
38130,20220107141110700000 ,230,미래에셋증권
38131,20220104141110700000 ,230,미래에셋증권
38132,20220105141058700000 ,230,미래에셋증권
38133,20220103141059700000 ,230,미래에셋증권
38134,20220107140813700000 ,230,미래에셋증권
38135,20220105140814700000 ,230,미래에셋증권
38136,20220105140831700000 ,230,미래에셋증권
38137,20220107140405700000 ,230,미래에셋증권
38138,20220105140406700000 ,230,미래에셋증권
38139,20220107114719700000 ,230,미래에셋증권
38140,20220107120816700000 ,230,미래에셋증권
38141,20220107151822700000 ,230,미래에셋증권
38142,20220103140539700000 ,247,NH투자증권
38143,20220105140622800000 ,247,NH투자증권
38144,20220104140715800000 ,264,키움증권
38145,20220103140716800000 ,264,키움증권
38146,20220107144845800000 ,269,한화투자증권
38147,20220107170416800000 ,270,하나금융투자
38148,20220107125956800000 ,278,신한금융투자
38149,20220107213402800000 ,278,신한금융투자
38150,20220107192233800000 ,278,신한금융투자
38151,20220107195311800000 ,278,신한금융투자
38152,20220107200247800000 ,278,신한금융투자
38153,20220107215233800000 ,278,신한금융투자
38154,20220107220207800000 ,278,신한금융투자
38155,20220107141100800000 ,279,DB금융투자(동부증권)
38156,20220107112305800000 ,280,유진투자증권
38157,20220106140407800000 ,280,유진투자증권
38158,20220104140408800000 ,280,유진투자증권
38159,20220107140408800000 ,280,유진투자증권
38160,20220107121942800000 ,288,카카오페이증권
38161,20220107202815800000 ,288,카카오페이증권
38162,20220107181224800000 ,288,카카오페이증권
38163,20220108011236400000 ,230,미래에셋증권
38164,20220108045542400000 ,247,NH투자증권
38165,20220108124358400000 ,247,NH투자증권
38166,20220108164227400000 ,270,하나금융투자
38167,20220108165229400000 ,270,하나금융투자
38168,20220108185345400000 ,270,하나금융투자
38169,20220108174917400000 ,270,하나금융투자
38170,20220108152205400000 ,270,하나금융투자
38171,20220108152514400000 ,271,토스증권
38172,20220108044657400000 ,271,토스증권
38173,20220108171836500000 ,271,토스증권
38174,20220108162720500000 ,271,토스증권
38175,20220108094231500000 ,271,토스증권
38176,20220108192907500000 ,278,신한금융투자
38177,20220108132043500000 ,278,신한금융투자
38178,20220108093051500000 ,278,신한금융투자
38179,20220108095844500000 ,278,신한금융투자
38180,20220108105231500000 ,278,신한금융투자
38181,20220108002038500000 ,278,신한금융투자
38182,20220108034557500000 ,278,신한금융투자
38183,20220108065611500000 ,278,신한금융투자
38184,20220109180504300000 ,230,미래에셋증권
38185,20220109183641300000 ,230,미래에셋증권
38186,20220109105427300000 ,243,한국투자증권
38187,20220109190433300000 ,270,하나금융투자
38188,20220109215909400000 ,270,하나금융투자
38189,20220109130831400000 ,271,토스증권
38190,20220109195950400000 ,278,신한금융투자
38191,20220109004815400000 ,278,신한금융투자
38192,20220109191449400000 ,288,카카오페이증권
38193,20220109214442400000 ,294,한국포스증권
38194,20220110204124800000 ,209,유안타증권
38195,20220110170443800000 ,230,미래에셋증권
38196,20220110151820800000 ,230,미래에셋증권
38197,20220110115836800000 ,230,미래에셋증권
38198,20220110211300800000 ,240,삼성증권
38199,20220110192943800000 ,247,NH투자증권
38200,20220110101436800000 ,247,NH투자증권
38201,20220110190902800000 ,247,NH투자증권
38202,20220110000617800000 ,265,이베스트투자증권
38203,20220110193207800000 ,265,이베스트투자증권
38204,20220110130901800000 ,271,토스증권
38205,20220110151932800000 ,288,카카오페이증권
38206,20220110153346800000 ,288,카카오페이증권
38207,20220110151340800000 ,288,카카오페이증권
38208,20220110160712800000 ,288,카카오페이증권
38209,20220110160144800000 ,288,카카오페이증권
38210,20220110202945800000 ,288,카카오페이증권
38211,20220111161317000000 ,226,KB증권(현대증권)
38212,20220111110026000000 ,230,미래에셋증권
38213,20220111092343000000 ,230,미래에셋증권
38214,20220111172825000000 ,230,미래에셋증권
38215,20220111222132100000 ,247,NH투자증권
38216,20220111155346100000 ,247,NH투자증권
38217,20220111105421100000 ,269,한화투자증권
38218,20220111060242100000 ,278,신한금융투자
38219,20220111090612100000 ,278,신한금융투자
38220,20220111162810100000 ,278,신한금융투자
38221,20220111094058100000 ,280,유진투자증권
38222,20220111224146100000 ,280,유진투자증권
38223,20220111132449100000 ,288,카카오페이증권
38224,20220111144151100000 ,288,카카오페이증권
38225,20220111134607100000 ,288,카카오페이증권
38226,20220111012006100000 ,288,카카오페이증권
38227,20220112091440800000 ,225,IBK투자증권
38228,20220112102637800000 ,230,미래에셋증권
38229,20220112204432800000 ,230,미래에셋증권
38230,20220112092646800000 ,240,삼성증권
38231,20220112230735800000 ,240,삼성증권
38232,20220112194801800000 ,243,한국투자증권
38233,20220112192951800000 ,247,NH투자증권
38234,20220112150118800000 ,247,NH투자증권
38235,20220112154828800000 ,247,NH투자증권
38236,20220112231810800000 ,264,키움증권
38237,20220112205143800000 ,270,하나금융투자
38238,20220112173811800000 ,270,하나금융투자
38239,20220112171035800000 ,270,하나금융투자
38240,20220112012505800000 ,270,하나금융투자
38241,20220112040037800000 ,270,하나금융투자
38242,20220112040552800000 ,270,하나금융투자
38243,20220112014449800000 ,270,하나금융투자
38244,20220112015543800000 ,270,하나금융투자
38245,20220112134344800000 ,278,신한금융투자
38246,20220112073132800000 ,280,유진투자증권
38247,20220112195409800000 ,280,유진투자증권
38248,20220112024102800000 ,280,유진투자증권
38249,20220112101909900000 ,288,카카오페이증권
38250,20220112143746900000 ,288,카카오페이증권
38251,20220112205059900000 ,288,카카오페이증권
38252,20220112183247900000 ,288,카카오페이증권
38253,20220112193608900000 ,288,카카오페이증권
38254,20220112125130900000 ,288,카카오페이증권
38255,20220112182812900000 ,288,카카오페이증권
38256,20220113202221600000 ,226,KB증권(현대증권)
38257,20220113172928600000 ,230,미래에셋증권
38258,20220113170355600000 ,230,미래에셋증권
38259,20220113003000600000 ,230,미래에셋증권
38260,20220113013110600000 ,230,미래에셋증권
38261,20220113130717600000 ,230,미래에셋증권
38262,20220113141329600000 ,230,미래에셋증권
38263,20220113220902600000 ,230,미래에셋증권
38264,20220113232647600000 ,243,한국투자증권
38265,20220113011034600000 ,247,NH투자증권
38266,20220113114934700000 ,261,교보증권
38267,20220113170837700000 ,265,이베스트투자증권
38268,20220113100843700000 ,269,한화투자증권
38269,20220113193002700000 ,270,하나금융투자
38270,20220113123126700000 ,270,하나금융투자
38271,20220113040535700000 ,270,하나금융투자
38272,20220113202000700000 ,271,토스증권
38273,20220113195438700000 ,271,토스증권
38274,20220113200907700000 ,271,토스증권
38275,20220113202803700000 ,271,토스증권
38276,20220113233215700000 ,271,토스증권
38277,20220113124451700000 ,278,신한금융투자
38278,20220113115036700000 ,278,신한금융투자
38279,20220113200312700000 ,288,카카오페이증권
38280,20220113184110700000 ,288,카카오페이증권
38281,20220113181747700000 ,288,카카오페이증권
38282,20220113172006700000 ,288,카카오페이증권
38283,20220113134219700000 ,288,카카오페이증권
38284,20220113225349700000 ,288,카카오페이증권
38285,20220113231548700000 ,291,신영증권
38286,20220114150122900000 ,230,미래에셋증권
38287,20220114012148900000 ,230,미래에셋증권
38288,20220114010419900000 ,230,미래에셋증권
38289,20220114011909900000 ,247,NH투자증권
38290,20220114103614900000 ,247,NH투자증권
38291,20220114210754900000 ,265,이베스트투자증권
38292,20220114113055900000 ,267,대신증권
38293,20220114211131900000 ,270,하나금융투자
38294,20220114003727900000 ,270,하나금융투자
38295,20220114192928900000 ,271,토스증권
38296,20220114161845000000 ,278,신한금융투자
38297,20220114220342000000 ,280,유진투자증권
38298,20220114161649000000 ,288,카카오페이증권
38299,20220114002711000000 ,288,카카오페이증권
38300,20220114145937000000 ,288,카카오페이증권
38301,20220114143742000000 ,288,카카오페이증권
38302,20220114162707000000 ,288,카카오페이증권
38303,20220114163737000000 ,288,카카오페이증권
38304,20220115182324900000 ,225,IBK투자증권
38305,20220115124645900000 ,230,미래에셋증권
38306,20220115140022900000 ,230,미래에셋증권
38307,20220115062750900000 ,230,미래에셋증권
38308,20220115054839900000 ,230,미래에셋증권
38309,20220115231948900000 ,230,미래에셋증권
38310,20220115214229900000 ,230,미래에셋증권
38311,20220115125207900000 ,230,미래에셋증권
38312,20220115013108900000 ,230,미래에셋증권
38313,20220115014112900000 ,230,미래에셋증권
38314,20220115021515900000 ,230,미래에셋증권
38315,20220115131436900000 ,240,삼성증권
38316,20220115172509900000 ,240,삼성증권
38317,20220115155001900000 ,243,한국투자증권
38318,20220115025706900000 ,243,한국투자증권
38319,20220115011456900000 ,243,한국투자증권
38320,20220115114351900000 ,265,이베스트투자증권
38321,20220115170506000000 ,270,하나금융투자
38322,20220115164645000000 ,270,하나금융투자
38323,20220115165240000000 ,270,하나금융투자
38324,20220115032102000000 ,278,신한금융투자
38325,20220115002825000000 ,288,카카오페이증권
38326,20220115080735000000 ,288,카카오페이증권
38327,20220115125509000000 ,288,카카오페이증권
38328,20220115134030000000 ,288,카카오페이증권
38329,20220115035515000000 ,288,카카오페이증권
38330,20220115081809000000 ,295,우리종합금융
38331,20220116211645700000 ,226,KB증권(현대증권)
38332,20220116191547700000 ,230,미래에셋증권
38333,20220116201016700000 ,230,미래에셋증권
38334,20220116175745700000 ,230,미래에셋증권
38335,20220116172216700000 ,230,미래에셋증권
38336,20220116154307700000 ,230,미래에셋증권
38337,20220116003708700000 ,230,미래에셋증권
38338,20220116034501700000 ,230,미래에셋증권
38339,20220116001738700000 ,230,미래에셋증권
38340,20220116033643700000 ,230,미래에셋증권
38341,20220116013543700000 ,230,미래에셋증권
38342,20220116183049700000 ,247,NH투자증권
38343,20220116021749700000 ,264,키움증권
38344,20220116130337700000 ,264,키움증권
38345,20220116013048700000 ,271,토스증권
38346,20220116044533700000 ,271,토스증권
38347,20220116181052700000 ,278,신한금융투자
38348,20220116202418700000 ,278,신한금융투자
38349,20220116231250700000 ,278,신한금융투자
38350,20220116224921700000 ,288,카카오페이증권
38351,20220116041356700000 ,288,카카오페이증권
38352,20220116082427700000 ,288,카카오페이증권
38353,20220117163453800000 ,225,IBK투자증권
38354,20220117094607800000 ,230,미래에셋증권
38355,20220117203848800000 ,230,미래에셋증권
38356,20220117012504800000 ,230,미래에셋증권
38357,20220117210526800000 ,230,미래에셋증권
38358,20220117151516800000 ,243,한국투자증권
38359,20220117204931800000 ,247,NH투자증권
38360,20220117091746800000 ,247,NH투자증권
38361,20220117000310800000 ,264,키움증권
38362,20220117103128800000 ,265,이베스트투자증권
38363,20220117113059800000 ,278,신한금융투자
38364,20220117135058800000 ,278,신한금융투자
38365,20220117214325800000 ,278,신한금융투자
38366,20220117001255800000 ,280,유진투자증권
38367,20220117033534800000 ,288,카카오페이증권
38368,20220117185544800000 ,288,카카오페이증권
38369,20220117190329800000 ,288,카카오페이증권
38370,20220117000146900000 ,288,카카오페이증권
38371,20220117105524900000 ,288,카카오페이증권
38372,20220117174240900000 ,288,카카오페이증권
38373,20220117160240900000 ,288,카카오페이증권
38374,20220117220152900000 ,288,카카오페이증권
38375,20220117190422900000 ,288,카카오페이증권
38376,20220118230944800000 ,226,KB증권(현대증권)
38377,20220118221206800000 ,226,KB증권(현대증권)
38378,20220118001005800000 ,230,미래에셋증권
38379,20220118030922800000 ,230,미래에셋증권
38380,20220118090101900000 ,230,미래에셋증권
38381,20220118141651900000 ,230,미래에셋증권
38382,20220118193603900000 ,230,미래에셋증권
38383,20220118231554900000 ,243,한국투자증권
38384,20220118095021900000 ,243,한국투자증권
38385,20220118142252900000 ,271,토스증권
38386,20220118204330900000 ,271,토스증권
38387,20220118203741900000 ,278,신한금융투자
38388,20220118154650900000 ,278,신한금융투자
38389,20220118121141900000 ,278,신한금융투자
38390,20220118015548900000 ,278,신한금융투자
38391,20220118041001900000 ,278,신한금융투자
38392,20220118221211900000 ,280,유진투자증권
38393,20220118124912900000 ,280,유진투자증권
38394,20220118125256900000 ,280,유진투자증권
38395,20220118190307900000 ,280,유진투자증권
38396,20220118130210900000 ,288,카카오페이증권
38397,20220118115146900000 ,288,카카오페이증권
38398,20220118122023900000 ,288,카카오페이증권
38399,20220118220906900000 ,288,카카오페이증권
38400,20220118102124900000 ,288,카카오페이증권
38401,20220118102732900000 ,288,카카오페이증권
38402,20220118133757900000 ,288,카카오페이증권
38403,20220119130008700000 ,226,KB증권(현대증권)
38404,20220119102305700000 ,226,KB증권(현대증권)
38405,20220119032734700000 ,230,미래에셋증권
38406,20220119140405700000 ,230,미래에셋증권
38407,20220119224814700000 ,240,삼성증권
38408,20220119175407700000 ,240,삼성증권
38409,20220119094049700000 ,262,하이투자증권
38410,20220119005251700000 ,264,키움증권
38411,20220119133012700000 ,265,이베스트투자증권
38412,20220119155526700000 ,271,토스증권
38413,20220119155533700000 ,271,토스증권
38414,20220119195205700000 ,278,신한금융투자
38415,20220119114821700000 ,280,유진투자증권
38416,20220119132015700000 ,288,카카오페이증권
38417,20220119090259700000 ,288,카카오페이증권
38418,20220119193828800000 ,288,카카오페이증권
38419,20220119153920800000 ,288,카카오페이증권
38420,20220119225428800000 ,288,카카오페이증권
38421,20220120221202700000 ,230,미래에셋증권
38422,20220120230609700000 ,230,미래에셋증권
38423,20220120152921700000 ,230,미래에셋증권
38424,20220120032653700000 ,230,미래에셋증권
38425,20220120213630700000 ,240,삼성증권
38426,20220120152859700000 ,243,한국투자증권
38427,20220120211504700000 ,243,한국투자증권
38428,20220120165703700000 ,247,NH투자증권
38429,20220120191928700000 ,264,키움증권
38430,20220120190803700000 ,264,키움증권
38431,20220120081554800000 ,265,이베스트투자증권
38432,20220120051751800000 ,280,유진투자증권
38433,20220120153612800000 ,288,카카오페이증권
38434,20220120133524800000 ,288,카카오페이증권
38435,20220120225318800000 ,288,카카오페이증권
38436,20220118093150900000 ,209,유안타증권
38437,20220119093151900000 ,209,유안타증권
38438,20220117093151900000 ,209,유안타증권
38439,20220117093147900000 ,230,미래에셋증권
38440,20220117093148900000 ,230,미래에셋증권
38441,20220121093148900000 ,230,미래에셋증권
38442,20220118093238900000 ,230,미래에셋증권
38443,20220119093239900000 ,230,미래에셋증권
38444,20220119093618900000 ,230,미래에셋증권
38445,20220119093618900000 ,230,미래에셋증권
38446,20220121174645900000 ,230,미래에셋증권
38447,20220121053258900000 ,230,미래에셋증권
38448,20220121204646900000 ,230,미래에셋증권
38449,20220121161522900000 ,230,미래에셋증권
38450,20220118093053900000 ,240,삼성증권
38451,20220121174736900000 ,240,삼성증권
38452,20220117093621900000 ,240,삼성증권
38453,20220121071841900000 ,243,한국투자증권
38454,20220121214259900000 ,247,NH투자증권
38455,20220121093149900000 ,247,NH투자증권
38456,20220121230405900000 ,264,키움증권
38457,20220121093152900000 ,265,이베스트투자증권
38458,20220118093153900000 ,265,이베스트투자증권
38459,20220118093154900000 ,265,이베스트투자증권
38460,20220119093155900000 ,265,이베스트투자증권
38461,20220119093131900000 ,269,한화투자증권
38462,20220120093620900000 ,269,한화투자증권
38463,20220120093756900000 ,278,신한금융투자
38464,20220119093757900000 ,278,신한금융투자
38465,20220119093238900000 ,278,신한금융투자
38466,20220117093357000000 ,278,신한금융투자
38467,20220121093427000000 ,278,신한금융투자
38468,20220119093428000000 ,278,신한금융투자
38469,20220121113437000000 ,278,신한금융투자
38470,20220121003722000000 ,278,신한금융투자
38471,20220121004202000000 ,278,신한금융투자
38472,20220121093850000000 ,278,신한금융투자
38473,20220118093130000000 ,280,유진투자증권
38474,20220119093619000000 ,287,메리츠종합금융증권
38475,20220121235354000000 ,288,카카오페이증권
38476,20220121150942000000 ,288,카카오페이증권
38477,20220121004915000000 ,288,카카오페이증권
38478,20220121150732000000 ,288,카카오페이증권
38479,20220121112928000000 ,288,카카오페이증권
38480,20220121190507000000 ,288,카카오페이증권
38481,20220121213523000000 ,288,카카오페이증권
38482,20220121034010000000 ,291,신영증권
38483,20220122235736200000 ,230,미래에셋증권
38484,20220122071452200000 ,230,미래에셋증권
38485,20220122194725200000 ,230,미래에셋증권
38486,20220122125115200000 ,230,미래에셋증권
38487,20220122100949200000 ,230,미래에셋증권
38488,20220122130300200000 ,230,미래에셋증권
38489,20220122172440200000 ,243,한국투자증권
38490,20220122093241200000 ,243,한국투자증권
38491,20220122020626200000 ,247,NH투자증권
38492,20220122152825200000 ,264,키움증권
38493,20220122184225200000 ,270,하나금융투자
38494,20220122192905200000 ,278,신한금융투자
38495,20220122110321200000 ,288,카카오페이증권
38496,20220122111425200000 ,288,카카오페이증권
38497,20220122023638200000 ,288,카카오페이증권
38498,20220123115544800000 ,230,미래에셋증권
38499,20220123131710800000 ,230,미래에셋증권
38500,20220123022245800000 ,240,삼성증권
38501,20220123163831800000 ,240,삼성증권
38502,20220123214415800000 ,240,삼성증권
38503,20220123022604800000 ,261,교보증권
38504,20220123122758800000 ,264,키움증권
38505,20220123123039800000 ,264,키움증권
38506,20220123124740800000 ,264,키움증권
38507,20220123194956800000 ,264,키움증권
38508,20220123133240800000 ,271,토스증권
38509,20220123103151800000 ,271,토스증권
38510,20220123145214800000 ,271,토스증권
38511,20220123161249800000 ,278,신한금융투자
38512,20220123133504800000 ,278,신한금융투자
38513,20220123180337800000 ,288,카카오페이증권
38514,20220124111827200000 ,230,미래에셋증권
38515,20220124112103200000 ,230,미래에셋증권
38516,20220124123842200000 ,230,미래에셋증권
38517,20220124121954200000 ,230,미래에셋증권
38518,20220124132500200000 ,230,미래에셋증권
38519,20220124133119200000 ,230,미래에셋증권
38520,20220124134515200000 ,230,미래에셋증권
38521,20220124150619200000 ,230,미래에셋증권
38522,20220124142313200000 ,230,미래에셋증권
38523,20220124145050200000 ,230,미래에셋증권
38524,20220124170003200000 ,230,미래에셋증권
38525,20220124182015200000 ,230,미래에셋증권
38526,20220124202545200000 ,230,미래에셋증권
38527,20220124201337200000 ,230,미래에셋증권
38528,20220124201605200000 ,230,미래에셋증권
38529,20220124200707200000 ,230,미래에셋증권
38530,20220124033501200000 ,230,미래에셋증권
38531,20220124213918200000 ,230,미래에셋증권
38532,20220124200854200000 ,230,미래에셋증권
38533,20220124192423200000 ,230,미래에셋증권
38534,20220124182540200000 ,230,미래에셋증권
38535,20220124171039200000 ,230,미래에셋증권
38536,20220124151307200000 ,230,미래에셋증권
38537,20220124151642200000 ,240,삼성증권
38538,20220124132856200000 ,243,한국투자증권
38539,20220124132230200000 ,243,한국투자증권
38540,20220124205414200000 ,264,키움증권
38541,20220124121529200000 ,264,키움증권
38542,20220124031154300000 ,271,토스증권
38543,20220124124642300000 ,278,신한금융투자
38544,20220124170714300000 ,288,카카오페이증권
38545,20220124191115300000 ,288,카카오페이증권
38546,20220124192556300000 ,288,카카오페이증권
38547,20220124230327300000 ,288,카카오페이증권
38548,20220124212139300000 ,291,신영증권
38549,20220125204044800000 ,226,KB증권(현대증권)
38550,20220125135311800000 ,226,KB증권(현대증권)
38551,20220125001115800000 ,226,KB증권(현대증권)
38552,20220125022322900000 ,226,KB증권(현대증권)
38553,20220125022643900000 ,226,KB증권(현대증권)
38554,20220125192834900000 ,226,KB증권(현대증권)
38555,20220125005009900000 ,230,미래에셋증권
38556,20220125220518900000 ,230,미래에셋증권
38557,20220125015546900000 ,230,미래에셋증권
38558,20220125125702900000 ,230,미래에셋증권
38559,20220125130622900000 ,230,미래에셋증권
38560,20220125162635900000 ,230,미래에셋증권
38561,20220125153754900000 ,230,미래에셋증권
38562,20220125111257900000 ,230,미래에셋증권
38563,20220125122654900000 ,230,미래에셋증권
38564,20220125133240900000 ,230,미래에셋증권
38565,20220125180116900000 ,230,미래에셋증권
38566,20220125225017900000 ,230,미래에셋증권
38567,20220125215312900000 ,240,삼성증권
38568,20220125141758900000 ,243,한국투자증권
38569,20220125124954900000 ,267,대신증권
38570,20220125123936900000 ,271,토스증권
38571,20220125145329900000 ,278,신한금융투자
38572,20220125205958900000 ,278,신한금융투자
38573,20220125084230900000 ,288,카카오페이증권
38574,20220125162403900000 ,288,카카오페이증권
38575,20220125091105900000 ,288,카카오페이증권
38576,20220125150246900000 ,291,신영증권
38577,20220126162544900000 ,209,유안타증권
38578,20220126212240900000 ,225,IBK투자증권
38579,20220126183936900000 ,226,KB증권(현대증권)
38580,20220126210226900000 ,230,미래에셋증권
38581,20220126205508900000 ,230,미래에셋증권
38582,20220126050632900000 ,230,미래에셋증권
38583,20220126113956900000 ,243,한국투자증권
38584,20220126001635900000 ,271,토스증권
38585,20220126001945900000 ,271,토스증권
38586,20220126002603900000 ,271,토스증권
38587,20220126001420900000 ,271,토스증권
38588,20220126181611900000 ,271,토스증권
38589,20220126122823900000 ,271,토스증권
38590,20220126220536900000 ,271,토스증권
38591,20220126203958900000 ,271,토스증권
38592,20220126162916900000 ,278,신한금융투자
38593,20220126015803900000 ,278,신한금융투자
38594,20220126172222900000 ,288,카카오페이증권
38595,20220126183718900000 ,288,카카오페이증권
38596,20220126230314900000 ,288,카카오페이증권
38597,20220126223606900000 ,288,카카오페이증권
38598,20220126193402900000 ,288,카카오페이증권
38599,20220126170808900000 ,288,카카오페이증권
38600,20220127171155700000 ,230,미래에셋증권
38601,20220127172536800000 ,230,미래에셋증권
38602,20220127154133800000 ,230,미래에셋증권
38603,20220127022326800000 ,230,미래에셋증권
38604,20220127220759800000 ,230,미래에셋증권
38605,20220127132956800000 ,230,미래에셋증권
38606,20220127174428800000 ,240,삼성증권
38607,20220127181902800000 ,243,한국투자증권
38608,20220127130408800000 ,243,한국투자증권
38609,20220127183324800000 ,243,한국투자증권
38610,20220127113930800000 ,243,한국투자증권
38611,20220127094728800000 ,243,한국투자증권
38612,20220127102159800000 ,247,NH투자증권
38613,20220127101256800000 ,247,NH투자증권
38614,20220127152506800000 ,247,NH투자증권
38615,20220127171348800000 ,264,키움증권
38616,20220127170643800000 ,264,키움증권
38617,20220127170414800000 ,264,키움증권
38618,20220127121742800000 ,264,키움증권
38619,20220127111349800000 ,270,하나금융투자
38620,20220127232353800000 ,270,하나금융투자
38621,20220127032143800000 ,271,토스증권
38622,20220127180328800000 ,278,신한금융투자
38623,20220127183045800000 ,278,신한금융투자
38624,20220127231919800000 ,288,카카오페이증권
38625,20220127184846800000 ,288,카카오페이증권
38626,20220127184157800000 ,288,카카오페이증권
38627,20220127155236800000 ,288,카카오페이증권
38628,20220128170928200000 ,225,IBK투자증권
38629,20220128190619200000 ,230,미래에셋증권
38630,20220128192304200000 ,230,미래에셋증권
38631,20220128212620200000 ,230,미래에셋증권
38632,20220128004434200000 ,230,미래에셋증권
